locus_tag	ftype	length_bp	gene	EC_number	COG	product
FOKLNMHI_00943	CDS	867	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
FOKLNMHI_00944	CDS	285				hypothetical protein
FOKLNMHI_00945	CDS	762				putative protein
FOKLNMHI_00946	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
FOKLNMHI_00947	CDS	1023				putative protein
FOKLNMHI_00948	CDS	1728	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
FOKLNMHI_00949	CDS	459			COG2764	putative protein
FOKLNMHI_00950	CDS	150				hypothetical protein
FOKLNMHI_00951	CDS	1473	spmT	3.1.4.12		Sphingomyelinase
FOKLNMHI_00952	CDS	1122	citA	2.3.3.16	COG0372	Putative citrate synthase 2
FOKLNMHI_00953	CDS	2649			COG2771	Putative HTH-type transcriptional regulator
FOKLNMHI_00954	CDS	615				hypothetical protein
FOKLNMHI_00955	CDS	318				hypothetical protein
FOKLNMHI_00956	CDS	1530		1.14.13.-	COG2072	putative monooxygenase
FOKLNMHI_00957	CDS	978		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
FOKLNMHI_00958	CDS	1182			COG2771	Putative HTH-type transcriptional regulator
FOKLNMHI_00959	CDS	1425		2.3.1.20		Putative diacyglycerol O-acyltransferase
FOKLNMHI_00960	CDS	1518	gltA2	2.3.3.16	COG0372	Citrate synthase 1
FOKLNMHI_00961	CDS	1695			COG1233	putative protein
FOKLNMHI_00962	CDS	264				putative protein
FOKLNMHI_00963	CDS	981	arfA		COG2885	Peptidoglycan-binding protein ArfA
FOKLNMHI_00964	CDS	153	arfB			putative membrane protein ArfB
FOKLNMHI_00965	CDS	528	arfC			putative membrane protein ArfC
FOKLNMHI_00966	CDS	1410	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
FOKLNMHI_00967	CDS	711	prrA			Transcriptional regulatory protein PrrA
FOKLNMHI_00968	CDS	1488	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FOKLNMHI_00969	CDS	732	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
FOKLNMHI_00970	CDS	1119			COG2220	putative protein
FOKLNMHI_00971	CDS	300				hypothetical protein
FOKLNMHI_00972	CDS	1422	dap_2	3.4.11.19		D-aminopeptidase
FOKLNMHI_00973	CDS	2394	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
FOKLNMHI_00974	CDS	267				hypothetical protein
FOKLNMHI_00975	CDS	159				hypothetical protein
FOKLNMHI_00976	CDS	180				Antitoxin
FOKLNMHI_00977	CDS	435				Toxin
FOKLNMHI_00978	CDS	774			COG3324	Putative glyoxylase CFP32
FOKLNMHI_00979	CDS	474				hypothetical protein
FOKLNMHI_00980	CDS	231				hypothetical protein
FOKLNMHI_00981	CDS	1509		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
FOKLNMHI_00982	CDS	1239				hypothetical protein
FOKLNMHI_00983	CDS	966				hypothetical protein
FOKLNMHI_00984	CDS	300				hypothetical protein
FOKLNMHI_00985	CDS	1782	betS			Glycine betaine/proline betaine transporter BetS
FOKLNMHI_00986	CDS	258				hypothetical protein
FOKLNMHI_00987	CDS	264				hypothetical protein
FOKLNMHI_00988	CDS	288				hypothetical protein
FOKLNMHI_00989	CDS	501				hypothetical protein
FOKLNMHI_00990	tRNA	74				tRNA-Arg(cct)
FOKLNMHI_00991	CDS	1305				IS256 family transposase IS1554
FOKLNMHI_00992	CDS	261				hypothetical protein
FOKLNMHI_00993	CDS	582			COG2452	putative protein
FOKLNMHI_00994	CDS	1653				IS607 family transposase IS1535
FOKLNMHI_00995	CDS	1065				hypothetical protein
FOKLNMHI_00996	CDS	1287	mntH		COG1914	Divalent metal cation transporter MntH
FOKLNMHI_00997	CDS	738	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
FOKLNMHI_00998	CDS	1077	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
FOKLNMHI_00999	CDS	897		1.-.-.-		putative oxidoreductase
FOKLNMHI_01000	CDS	123	pstS3		COG0226	Phosphate-binding protein PstS 3
FOKLNMHI_01001	CDS	975	pstC2		COG0573	Phosphate transport system permease protein PstC 2
FOKLNMHI_01002	CDS	903	pstA1		COG0581	Phosphate transport system permease protein PstA 1
FOKLNMHI_01003	CDS	1995	pknD_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
FOKLNMHI_01004	CDS	111	pstS2			Phosphate-binding protein PstS2
FOKLNMHI_01005	CDS	297				hypothetical protein
FOKLNMHI_01006	CDS	831	pstB2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 2
FOKLNMHI_01007	CDS	1125	pstS1		COG0226	Phosphate-binding protein PstS 1
FOKLNMHI_01008	CDS	1017	pstC1		COG0573	Phosphate transport system permease protein PstC 1
FOKLNMHI_01009	CDS	906	pstA2		COG0581	Phosphate transport system permease protein PstA 2
FOKLNMHI_01010	CDS	876	mku		COG1273	Non-homologous end joining protein Ku
FOKLNMHI_01011	CDS	2280	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
FOKLNMHI_01012	CDS	1935				hypothetical protein
FOKLNMHI_01013	CDS	867			COG2141	putative protein
FOKLNMHI_01014	CDS	765				hypothetical protein
FOKLNMHI_01015	CDS	1041				hypothetical protein
FOKLNMHI_01016	CDS	477	fpg2		COG0266	putative formamidopyrimidine-DNA glycosylase-like protein
FOKLNMHI_01017	CDS	762		1.-.-.-	COG1028	putative oxidoreductase
FOKLNMHI_01018	CDS	1662	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
FOKLNMHI_01019	CDS	285	fbpA	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
FOKLNMHI_01020	CDS	153				hypothetical protein
FOKLNMHI_01021	CDS	195				hypothetical protein
FOKLNMHI_01022	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
FOKLNMHI_01023	CDS	2316	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
FOKLNMHI_01024	CDS	999				hypothetical protein
FOKLNMHI_01025	CDS	1164	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
FOKLNMHI_01026	CDS	345				hypothetical protein
FOKLNMHI_01027	CDS	363				hypothetical protein
FOKLNMHI_01028	CDS	912				34 kDa antigenic protein 
FOKLNMHI_01029	CDS	1359				putative protein
FOKLNMHI_01030	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
FOKLNMHI_01031	CDS	1593	purH		COG0138	Bifunctional purine biosynthesis protein PurH
FOKLNMHI_01032	CDS	303				hypothetical protein
FOKLNMHI_01033	CDS	723				hypothetical protein
FOKLNMHI_01034	CDS	1899			COG4867	putative protein
FOKLNMHI_01035	CDS	222				hypothetical protein
FOKLNMHI_01036	CDS	384	vapC9_2	3.1.-.-	COG4113	Ribonuclease VapC9
FOKLNMHI_01037	CDS	348				hypothetical protein
FOKLNMHI_01038	CDS	675				hypothetical protein
FOKLNMHI_01039	CDS	141				hypothetical protein
FOKLNMHI_01040	CDS	954				hypothetical protein
FOKLNMHI_01041	CDS	483				hypothetical protein
FOKLNMHI_01042	CDS	420				hypothetical protein
FOKLNMHI_01043	CDS	603				putative protein
FOKLNMHI_01044	CDS	360	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
FOKLNMHI_01045	CDS	309				putative protein
FOKLNMHI_01046	CDS	186				hypothetical protein
FOKLNMHI_01047	CDS	525				hypothetical protein
FOKLNMHI_01048	CDS	906	ctpV	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
FOKLNMHI_01049	CDS	429				hypothetical protein
FOKLNMHI_01050	CDS	333				hypothetical protein
FOKLNMHI_01051	CDS	810	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
FOKLNMHI_01052	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
FOKLNMHI_01053	CDS	2004	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
FOKLNMHI_01054	CDS	1596	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
FOKLNMHI_01055	CDS	1149	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FOKLNMHI_01056	CDS	1683				hypothetical protein
FOKLNMHI_01057	CDS	663				hypothetical protein
FOKLNMHI_01058	CDS	2055				PE-PGRS family protein PE_PGRS16
FOKLNMHI_01059	CDS	693	mprA		COG0745	Response regulator MprA
FOKLNMHI_01060	CDS	1515	mprB	2.7.13.3	COG0642	Signal transduction histidine-protein kinase/phosphatase MprB
FOKLNMHI_01061	CDS	1395				hypothetical protein
FOKLNMHI_01062	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
FOKLNMHI_01063	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
FOKLNMHI_01064	CDS	159				hypothetical protein
FOKLNMHI_01065	CDS	747			COG1136	putative ABC transporter ATP-binding protein
FOKLNMHI_01066	CDS	2568				hypothetical protein
FOKLNMHI_01067	CDS	1161				hypothetical protein
FOKLNMHI_01068	CDS	978	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
FOKLNMHI_01069	CDS	657				hypothetical protein
FOKLNMHI_01070	CDS	333				hypothetical protein
FOKLNMHI_01071	CDS	672		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
FOKLNMHI_01072	CDS	921	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
FOKLNMHI_01073	CDS	1281	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
FOKLNMHI_01074	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
FOKLNMHI_01075	CDS	1077				hypothetical protein
FOKLNMHI_01076	tRNA	76				tRNA-Ala(cgc)
FOKLNMHI_01077	CDS	252				hypothetical protein
FOKLNMHI_01078	CDS	210				hypothetical protein
FOKLNMHI_01079	CDS	393				hypothetical protein
FOKLNMHI_01080	CDS	951		2.3.1.-	COG0454	Acetyltransferase Pat
FOKLNMHI_01081	CDS	759				hypothetical protein
FOKLNMHI_01082	CDS	618				hypothetical protein
FOKLNMHI_01083	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
FOKLNMHI_01084	CDS	1569	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
FOKLNMHI_01085	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
FOKLNMHI_01086	CDS	693				hypothetical protein
FOKLNMHI_01087	CDS	1245	menF_1	5.4.4.2		Isochorismate synthase MenF
FOKLNMHI_01088	CDS	1704				hypothetical protein
FOKLNMHI_01089	CDS	1560	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
FOKLNMHI_01090	CDS	795	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
FOKLNMHI_01091	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
FOKLNMHI_01092	CDS	954	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FOKLNMHI_01093	CDS	957	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FOKLNMHI_01094	CDS	1635		6.2.1.-	COG0318	Putative ligase
FOKLNMHI_01095	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FOKLNMHI_01096	CDS	648	rplY		COG1825	50S ribosomal protein L25
FOKLNMHI_01097	CDS	651	lpqT			Putative lipoprotein LpqT
FOKLNMHI_01098	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FOKLNMHI_01099	CDS	1488	glmU		COG1207	Bifunctional protein GlmU
FOKLNMHI_01100	tRNA	73				tRNA-Gln(ttg)
FOKLNMHI_01101	CDS	660				hypothetical protein
FOKLNMHI_01102	CDS	3705	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
FOKLNMHI_01103	CDS	981	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
FOKLNMHI_01104	CDS	777				hypothetical protein
FOKLNMHI_01105	CDS	1290	eno	4.2.1.11	COG0148	Enolase
FOKLNMHI_01106	CDS	687				hypothetical protein
FOKLNMHI_01107	CDS	492				hypothetical protein
FOKLNMHI_01108	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
FOKLNMHI_01109	CDS	93				hypothetical protein
FOKLNMHI_01110	CDS	213				hypothetical protein
FOKLNMHI_01111	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
FOKLNMHI_01112	CDS	2583	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
FOKLNMHI_01113	CDS	147				hypothetical protein
FOKLNMHI_01114	CDS	99				hypothetical protein
FOKLNMHI_01115	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
FOKLNMHI_01116	CDS	2130	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
FOKLNMHI_01117	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
FOKLNMHI_01118	CDS	1530	tcrY_2	2.7.13.3		putative sensor histidine kinase TcrY
FOKLNMHI_01119	CDS	774	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
FOKLNMHI_01120	CDS	492				ISNCY family transposase ISRjo3
FOKLNMHI_01121	CDS	495				ISNCY family transposase ISRjo3
FOKLNMHI_01122	CDS	1176				PPE family protein PPE15
FOKLNMHI_01123	CDS	828				hypothetical protein
FOKLNMHI_01124	CDS	273				hypothetical protein
FOKLNMHI_01125	CDS	1026				hypothetical protein
FOKLNMHI_01126	CDS	585				hypothetical protein
FOKLNMHI_01127	CDS	882				hypothetical protein
FOKLNMHI_01128	CDS	264				hypothetical protein
FOKLNMHI_01129	CDS	1116				hypothetical protein
FOKLNMHI_01130	CDS	204				hypothetical protein
FOKLNMHI_01131	CDS	447				hypothetical protein
FOKLNMHI_01132	CDS	906				hypothetical protein
FOKLNMHI_01133	CDS	756				hypothetical protein
FOKLNMHI_01134	CDS	660				hypothetical protein
FOKLNMHI_01135	CDS	390				hypothetical protein
FOKLNMHI_01136	CDS	276				hypothetical protein
FOKLNMHI_01137	CDS	396				hypothetical protein
FOKLNMHI_01138	CDS	345				hypothetical protein
FOKLNMHI_01139	tRNA	75				tRNA-Leu(taa)
FOKLNMHI_01140	CDS	765				hypothetical protein
FOKLNMHI_01141	CDS	147				hypothetical protein
FOKLNMHI_01142	CDS	1233				hypothetical protein
FOKLNMHI_01143	CDS	303				hypothetical protein
FOKLNMHI_01144	CDS	159				hypothetical protein
FOKLNMHI_01145	CDS	744				hypothetical protein
FOKLNMHI_01146	CDS	1107	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
FOKLNMHI_01147	CDS	474				hypothetical protein
FOKLNMHI_01148	CDS	864	egtC_1	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
FOKLNMHI_01149	CDS	885				hypothetical protein
FOKLNMHI_01150	CDS	1083			COG1752	putative NTE family protein
FOKLNMHI_01151	CDS	384				hypothetical protein
FOKLNMHI_01152	CDS	567				hypothetical protein
FOKLNMHI_01153	CDS	396				hypothetical protein
FOKLNMHI_01154	CDS	141				hypothetical protein
FOKLNMHI_01155	CDS	1764				hypothetical protein
FOKLNMHI_01156	CDS	774	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
FOKLNMHI_01157	CDS	1038	fadJ	5.1.2.3		Fatty acid oxidation complex subunit alpha
FOKLNMHI_01158	CDS	135				hypothetical protein
FOKLNMHI_01159	CDS	837				hypothetical protein
FOKLNMHI_01160	CDS	294				hypothetical protein
FOKLNMHI_01161	CDS	1218	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
FOKLNMHI_01162	CDS	951		3.1.-.-	COG2755	GDSL-like esterase
FOKLNMHI_01163	CDS	1068	aes_2	3.1.1.-		Acetyl esterase
FOKLNMHI_01164	CDS	1395	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
FOKLNMHI_01165	CDS	477	pra		COG1714	Proline-rich antigen 
FOKLNMHI_01166	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
FOKLNMHI_01167	CDS	495	greA		COG0782	Transcription elongation factor GreA
FOKLNMHI_01168	CDS	435				hypothetical protein
FOKLNMHI_01169	CDS	888	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
FOKLNMHI_01170	CDS	267				hypothetical protein
FOKLNMHI_01171	CDS	2022				hypothetical protein
FOKLNMHI_01172	CDS	120				hypothetical protein
FOKLNMHI_01173	CDS	729				hypothetical protein
FOKLNMHI_01174	CDS	789		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
FOKLNMHI_01175	CDS	96				hypothetical protein
FOKLNMHI_01176	CDS	708				hypothetical protein
FOKLNMHI_01177	CDS	333				hypothetical protein
FOKLNMHI_01178	CDS	312				hypothetical protein
FOKLNMHI_01179	CDS	201				hypothetical protein
FOKLNMHI_01180	CDS	306				hypothetical protein
FOKLNMHI_01181	CDS	183				hypothetical protein
FOKLNMHI_01182	CDS	456				hypothetical protein
FOKLNMHI_01183	CDS	330				hypothetical protein
FOKLNMHI_01184	CDS	576				hypothetical protein
FOKLNMHI_01185	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
FOKLNMHI_01186	CDS	1416	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
FOKLNMHI_01187	CDS	852	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
FOKLNMHI_01188	CDS	1302				hypothetical protein
FOKLNMHI_01189	CDS	876				hypothetical protein
FOKLNMHI_01190	CDS	882				hypothetical protein
FOKLNMHI_01191	CDS	1425	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
FOKLNMHI_01192	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
FOKLNMHI_01193	CDS	645				hypothetical protein
FOKLNMHI_01194	CDS	1158			COG0628	Putative transport protein
FOKLNMHI_01195	CDS	312	mazF3	3.1.-.-	COG2337	Endoribonuclease MazF3
FOKLNMHI_01196	CDS	321	mazE3			Antitoxin MazE3
FOKLNMHI_01197	CDS	690	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
FOKLNMHI_01198	CDS	516	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
FOKLNMHI_01199	CDS	1113			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
FOKLNMHI_01200	CDS	258	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
FOKLNMHI_01201	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
FOKLNMHI_01202	CDS	639				putative protein
FOKLNMHI_01203	CDS	1035	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
FOKLNMHI_01204	CDS	984				hypothetical protein
FOKLNMHI_01205	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
FOKLNMHI_01206	CDS	198				Antitoxin VapB32
FOKLNMHI_01207	CDS	375		3.1.-.-	COG1487	Ribonuclease VapC32
FOKLNMHI_01208	CDS	699				hypothetical protein
FOKLNMHI_01209	CDS	174				hypothetical protein
FOKLNMHI_01210	CDS	276				hypothetical protein
FOKLNMHI_01211	CDS	324				hypothetical protein
FOKLNMHI_01212	CDS	711				hypothetical protein
FOKLNMHI_01213	CDS	210				hypothetical protein
FOKLNMHI_01214	CDS	201				hypothetical protein
FOKLNMHI_01215	CDS	495				hypothetical protein
FOKLNMHI_01216	CDS	1401	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
FOKLNMHI_01217	CDS	1023		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
FOKLNMHI_01218	CDS	909	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
FOKLNMHI_01219	CDS	906	ephA_1	3.3.2.10		Epoxide hydrolase A
FOKLNMHI_01220	CDS	1230				hypothetical protein
FOKLNMHI_01221	CDS	606				hypothetical protein
FOKLNMHI_01222	CDS	1479	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
FOKLNMHI_01223	CDS	1356				putative protein
FOKLNMHI_01224	CDS	1461	prpR		COG1396	HTH-type transcriptional regulator PrpR
FOKLNMHI_01225	CDS	1500		4.2.1.79		2-methylcitrate dehydratase
FOKLNMHI_01226	CDS	1182	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
FOKLNMHI_01227	CDS	1746				hypothetical protein
FOKLNMHI_01228	CDS	2385	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FOKLNMHI_01229	CDS	237				hypothetical protein
FOKLNMHI_01230	CDS	333				hypothetical protein
FOKLNMHI_01231	CDS	261				hypothetical protein
FOKLNMHI_01232	CDS	174				hypothetical protein
FOKLNMHI_01233	CDS	243	fadA_3	2.3.1.16		3-ketoacyl-CoA thiolase
FOKLNMHI_01234	CDS	342	caiD_4	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
FOKLNMHI_01235	CDS	342				hypothetical protein
FOKLNMHI_01236	CDS	1017				hypothetical protein
FOKLNMHI_01237	CDS	501				hypothetical protein
FOKLNMHI_01238	CDS	201				hypothetical protein
FOKLNMHI_01239	CDS	723				hypothetical protein
FOKLNMHI_01240	CDS	807	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
FOKLNMHI_01241	CDS	837	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
FOKLNMHI_01242	CDS	1083	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
FOKLNMHI_01243	CDS	753		1.-.-.-		putative oxidoreductase
FOKLNMHI_01244	CDS	132				hypothetical protein
FOKLNMHI_01245	CDS	912	mmpL3_2		COG2409	Trehalose monomycolate exporter MmpL3
FOKLNMHI_01246	CDS	1470	mmpL3_3		COG2409	Trehalose monomycolate exporter MmpL3
FOKLNMHI_01247	CDS	651				hypothetical protein
FOKLNMHI_01248	CDS	714	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
FOKLNMHI_01249	CDS	366				hypothetical protein
FOKLNMHI_01250	CDS	849				hypothetical protein
FOKLNMHI_01251	CDS	531				hypothetical protein
FOKLNMHI_01252	CDS	444		1.-.-.-		F420H(2)-dependent reductase
FOKLNMHI_01253	CDS	189				putative proteinA
FOKLNMHI_01254	CDS	588				hypothetical protein
FOKLNMHI_01255	CDS	147				hypothetical protein
FOKLNMHI_01256	CDS	1116				hypothetical protein
FOKLNMHI_01257	CDS	219				hypothetical protein
FOKLNMHI_01258	CDS	1296	pimE	2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase
FOKLNMHI_01259	CDS	312		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
FOKLNMHI_01260	CDS	426	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
FOKLNMHI_01261	CDS	2916	narG	1.7.5.1	COG5013	Nitrate reductase alpha subunit
FOKLNMHI_01262	CDS	1677	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
FOKLNMHI_01263	CDS	198				hypothetical protein
FOKLNMHI_01264	CDS	741	narX_1		COG2180	Nitrate reductase-like protein NarX
FOKLNMHI_01265	CDS	1917	typA		COG1217	GTP-binding protein TypA/BipA
FOKLNMHI_01266	CDS	2298	lpqW		COG0747	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW
FOKLNMHI_01267	CDS	306				hypothetical protein
FOKLNMHI_01268	CDS	1041				putative PPE family protein PPE17
FOKLNMHI_01269	CDS	303	lipY_1	3.1.1.3		Triacylglycerol lipase
FOKLNMHI_01270	CDS	912	mshB	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
FOKLNMHI_01271	CDS	108				hypothetical protein
FOKLNMHI_01272	CDS	441				hypothetical protein
FOKLNMHI_01273	CDS	927				hypothetical protein
FOKLNMHI_01274	CDS	705				hypothetical protein
FOKLNMHI_01275	CDS	198				hypothetical protein
FOKLNMHI_01276	CDS	333				hypothetical protein
FOKLNMHI_01277	CDS	2025	fadH_1	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
FOKLNMHI_01278	CDS	570				hypothetical protein
FOKLNMHI_01279	CDS	327	fdxA_1		COG1146	Ferredoxin
FOKLNMHI_01280	CDS	1089	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
FOKLNMHI_01281	CDS	2820				hypothetical protein
FOKLNMHI_01282	CDS	6306	msl3	2.3.1.252	COG3321	Mycolipanoate synthase
FOKLNMHI_01283	CDS	1419	papA3	2.3.1.-	COG1020	Acyltransferase papA3
FOKLNMHI_01284	CDS	3009			COG2409	Acyltrehalose exporter MmpL10
FOKLNMHI_01285	CDS	1116	chp2	2.3.1.-		Diacyltrehalose acyltransferase Chp2
FOKLNMHI_01286	CDS	1737		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD21
FOKLNMHI_01287	CDS	1617				hypothetical protein
FOKLNMHI_01288	CDS	1632	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
FOKLNMHI_01289	CDS	990		1.5.5.2	COG0506	Proline dehydrogenase
FOKLNMHI_01290	CDS	873	sigI		COG1595	putative ECF RNA polymerase sigma factor SigI
FOKLNMHI_01291	CDS	873	dhmA2_1	3.8.1.5		Haloalkane dehalogenase 2
FOKLNMHI_01292	CDS	915				hypothetical protein
FOKLNMHI_01293	CDS	828				hypothetical protein
FOKLNMHI_01294	CDS	1422	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FOKLNMHI_01295	CDS	1266				hypothetical protein
FOKLNMHI_01296	CDS	1278	yhjE			Inner membrane metabolite transport protein YhjE
FOKLNMHI_01297	CDS	987	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FOKLNMHI_01298	CDS	1065	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
FOKLNMHI_01299	CDS	585				hypothetical protein
FOKLNMHI_01300	CDS	1689				hypothetical protein
FOKLNMHI_01301	CDS	564	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
FOKLNMHI_01302	CDS	1794	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
FOKLNMHI_01303	CDS	246				hypothetical protein
FOKLNMHI_01304	CDS	825	folP2		COG0294	Inactive dihydropteroate synthase 2
FOKLNMHI_01305	CDS	975	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
FOKLNMHI_01306	CDS	369				hypothetical protein
FOKLNMHI_01307	CDS	615	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
FOKLNMHI_01308	CDS	168				hypothetical protein
FOKLNMHI_01309	CDS	1164	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
FOKLNMHI_01310	CDS	1215	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
FOKLNMHI_01311	CDS	333				PE-PGRS family protein PE_PGRS16
