locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHDAHHNE_00849	CDS	1701		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
GHDAHHNE_00850	CDS	639				hypothetical protein
GHDAHHNE_00851	CDS	672				hypothetical protein
GHDAHHNE_00852	CDS	240	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
GHDAHHNE_00853	CDS	675	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
GHDAHHNE_00854	CDS	474				hypothetical protein
GHDAHHNE_00855	CDS	729				hypothetical protein
GHDAHHNE_00856	CDS	1044			COG2141	putative protein
GHDAHHNE_00857	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
GHDAHHNE_00858	CDS	306		1.-.-.-	COG1359	Putative monooxygenase
GHDAHHNE_00859	CDS	1500	lpdA_1	1.8.1.4		Dihydrolipoyl dehydrogenase
GHDAHHNE_00860	CDS	798	lin	3.4.-.-		Linocin-M18
GHDAHHNE_00861	CDS	1008	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
GHDAHHNE_00862	CDS	1302	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
GHDAHHNE_00863	CDS	348				hypothetical protein
GHDAHHNE_00864	CDS	657		2.8.3.-	COG1670	Putative succinyl-CoA transferase
GHDAHHNE_00865	CDS	2301	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
GHDAHHNE_00866	CDS	630				hypothetical protein
GHDAHHNE_00867	CDS	957	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GHDAHHNE_00868	CDS	1599	cpsY	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
GHDAHHNE_00869	CDS	390				hypothetical protein
GHDAHHNE_00870	CDS	1584	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GHDAHHNE_00871	CDS	1095	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
GHDAHHNE_00872	CDS	183				hypothetical protein
GHDAHHNE_00873	CDS	1107				hypothetical protein
GHDAHHNE_00874	CDS	888				hypothetical protein
GHDAHHNE_00875	CDS	681				hypothetical protein
GHDAHHNE_00876	CDS	99				hypothetical protein
GHDAHHNE_00877	CDS	423				hypothetical protein
GHDAHHNE_00878	CDS	813				hypothetical protein
GHDAHHNE_00879	CDS	807				hypothetical protein
GHDAHHNE_00880	CDS	948	mshD	2.3.1.189	COG0456	Mycothiol acetyltransferase
GHDAHHNE_00881	CDS	981	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GHDAHHNE_00882	CDS	642	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
GHDAHHNE_00883	CDS	2055	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GHDAHHNE_00884	CDS	1134	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
GHDAHHNE_00885	CDS	978				hypothetical protein
GHDAHHNE_00886	CDS	660				hypothetical protein
GHDAHHNE_00887	CDS	1083				hypothetical protein
GHDAHHNE_00888	CDS	393	kmtR		COG0640	HTH-type transcriptional regulator KmtR
GHDAHHNE_00889	CDS	270				hypothetical protein
GHDAHHNE_00890	CDS	906		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GHDAHHNE_00891	CDS	816				hypothetical protein
GHDAHHNE_00892	tRNA	74				tRNA-Lys(ttt)
GHDAHHNE_00893	tRNA	76				tRNA-Glu(ttc)
GHDAHHNE_00894	tRNA	77				tRNA-Asp(gtc)
GHDAHHNE_00895	tRNA	77				tRNA-Phe(gaa)
GHDAHHNE_00896	CDS	1320				hypothetical protein
GHDAHHNE_00897	tRNA	83				tRNA-Ala(ggc)
GHDAHHNE_00898	CDS	654				hypothetical protein
GHDAHHNE_00899	CDS	645				hypothetical protein
GHDAHHNE_00900	CDS	414				hypothetical protein
GHDAHHNE_00901	CDS	816				hypothetical protein
GHDAHHNE_00902	CDS	1029				hypothetical protein
GHDAHHNE_00903	CDS	771	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
GHDAHHNE_00904	CDS	813	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GHDAHHNE_00905	CDS	1077	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GHDAHHNE_00906	CDS	243				hypothetical protein
GHDAHHNE_00907	CDS	1329				hypothetical protein
GHDAHHNE_00908	CDS	1005	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
GHDAHHNE_00909	CDS	651	narL		COG2197	putative transcriptional regulatory protein NarL
GHDAHHNE_00910	CDS	1278	narS	2.7.13.3	COG4585	putative sensor histidine kinase NarS
GHDAHHNE_00911	CDS	1515	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
GHDAHHNE_00912	CDS	417	lpqS			Lipoprotein LpqS
GHDAHHNE_00913	CDS	1215	cysK2	2.5.1.-	COG0031	S-sulfocysteine synthase
GHDAHHNE_00914	CDS	1260	mdtH			Multidrug resistance protein MdtH
GHDAHHNE_00915	CDS	333				hypothetical protein
GHDAHHNE_00916	CDS	828	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
GHDAHHNE_00917	CDS	735				hypothetical protein
GHDAHHNE_00918	CDS	1683	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
GHDAHHNE_00919	CDS	444				hypothetical protein
GHDAHHNE_00920	CDS	1080	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
GHDAHHNE_00921	CDS	405				hypothetical protein
GHDAHHNE_00922	CDS	474				hypothetical protein
GHDAHHNE_00923	CDS	1194	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
GHDAHHNE_00924	CDS	1212	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
GHDAHHNE_00925	CDS	228				hypothetical protein
GHDAHHNE_00926	CDS	294				hypothetical protein
GHDAHHNE_00927	CDS	171				hypothetical protein
GHDAHHNE_00928	CDS	165				hypothetical protein
GHDAHHNE_00929	CDS	330				hypothetical protein
GHDAHHNE_00930	CDS	258				hypothetical protein
GHDAHHNE_00931	CDS	237				hypothetical protein
GHDAHHNE_00932	CDS	219				hypothetical protein
GHDAHHNE_00933	CDS	336				hypothetical protein
GHDAHHNE_00934	CDS	2271				hypothetical protein
GHDAHHNE_00935	CDS	234				hypothetical protein
GHDAHHNE_00936	CDS	504	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
GHDAHHNE_00937	CDS	483	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
GHDAHHNE_00938	CDS	426	moaE2_2	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
GHDAHHNE_00939	CDS	264	rpfA	3.-.-.-		Resuscitation-promoting factor RpfA
GHDAHHNE_00940	CDS	279				hypothetical protein
GHDAHHNE_00941	CDS	1083	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
GHDAHHNE_00942	CDS	390	yccF		COG3304	Inner membrane protein YccF
GHDAHHNE_00943	CDS	408				hypothetical protein
GHDAHHNE_00944	CDS	1878				hypothetical protein
GHDAHHNE_00945	CDS	1953		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
GHDAHHNE_00946	CDS	489				putative protein
GHDAHHNE_00947	CDS	1590			COG0477	putative protein
GHDAHHNE_00948	CDS	789				putative protein
GHDAHHNE_00949	CDS	792				hypothetical protein
GHDAHHNE_00950	CDS	276				hypothetical protein
GHDAHHNE_00951	CDS	432			COG1846	putative HTH-type transcriptional regulator
GHDAHHNE_00952	CDS	867	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GHDAHHNE_00953	CDS	285				hypothetical protein
GHDAHHNE_00954	CDS	762				putative protein
GHDAHHNE_00955	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
GHDAHHNE_00956	CDS	2769				hypothetical protein
GHDAHHNE_00957	CDS	459			COG2764	putative protein
GHDAHHNE_00958	CDS	150				hypothetical protein
GHDAHHNE_00959	CDS	1473	spmT	3.1.4.12		Sphingomyelinase
GHDAHHNE_00960	CDS	1122	citA	2.3.3.16	COG0372	Putative citrate synthase 2
GHDAHHNE_00961	CDS	2649			COG2771	Putative HTH-type transcriptional regulator
GHDAHHNE_00962	CDS	615				hypothetical protein
GHDAHHNE_00963	CDS	318				hypothetical protein
GHDAHHNE_00964	CDS	1530		1.14.13.-	COG2072	putative monooxygenase
GHDAHHNE_00965	CDS	978		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GHDAHHNE_00966	CDS	1182			COG2771	Putative HTH-type transcriptional regulator
GHDAHHNE_00967	CDS	1437		2.3.1.20		Putative diacyglycerol O-acyltransferase
GHDAHHNE_00968	CDS	1518	gltA2	2.3.3.16	COG0372	Citrate synthase 1
GHDAHHNE_00969	CDS	1710			COG1233	putative protein
GHDAHHNE_00970	CDS	264				putative protein
GHDAHHNE_00971	CDS	981	arfA		COG2885	Peptidoglycan-binding protein ArfA
GHDAHHNE_00972	CDS	153	arfB			putative membrane protein ArfB
GHDAHHNE_00973	CDS	528	arfC			putative membrane protein ArfC
GHDAHHNE_00974	CDS	1410	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
GHDAHHNE_00975	CDS	477	prrA			Transcriptional regulatory protein PrrA
GHDAHHNE_00976	CDS	1905	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
GHDAHHNE_00977	CDS	732	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
GHDAHHNE_00978	CDS	1119			COG2220	putative protein
GHDAHHNE_00979	CDS	300				hypothetical protein
GHDAHHNE_00980	CDS	1422	dap_2	3.4.11.19		D-aminopeptidase
GHDAHHNE_00981	CDS	2394	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
GHDAHHNE_00982	CDS	267				hypothetical protein
GHDAHHNE_00983	CDS	159				hypothetical protein
GHDAHHNE_00984	CDS	180				Antitoxin
GHDAHHNE_00985	CDS	435				Toxin
GHDAHHNE_00986	CDS	774			COG3324	Putative glyoxylase CFP32
GHDAHHNE_00987	CDS	474				hypothetical protein
GHDAHHNE_00988	CDS	231				hypothetical protein
GHDAHHNE_00989	CDS	1509		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
GHDAHHNE_00990	CDS	1239				hypothetical protein
GHDAHHNE_00991	CDS	966				hypothetical protein
GHDAHHNE_00992	CDS	300				hypothetical protein
GHDAHHNE_00993	CDS	1782	betS			Glycine betaine/proline betaine transporter BetS
GHDAHHNE_00994	CDS	258				hypothetical protein
GHDAHHNE_00995	CDS	264				hypothetical protein
GHDAHHNE_00996	CDS	288				hypothetical protein
GHDAHHNE_00997	CDS	501				hypothetical protein
GHDAHHNE_00998	tRNA	74				tRNA-Arg(cct)
GHDAHHNE_00999	CDS	1305				IS256 family transposase IS1554
GHDAHHNE_01000	CDS	261				hypothetical protein
GHDAHHNE_01001	CDS	582			COG2452	putative protein
GHDAHHNE_01002	CDS	1653				IS607 family transposase IS1535
GHDAHHNE_01003	CDS	1065				hypothetical protein
GHDAHHNE_01004	CDS	1287	mntH		COG1914	Divalent metal cation transporter MntH
GHDAHHNE_01005	CDS	738	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
GHDAHHNE_01006	CDS	1077	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
GHDAHHNE_01007	CDS	897		1.-.-.-		putative oxidoreductase
GHDAHHNE_01008	CDS	123	pstS3		COG0226	Phosphate-binding protein PstS 3
GHDAHHNE_01009	CDS	975	pstC2		COG0573	Phosphate transport system permease protein PstC 2
GHDAHHNE_01010	CDS	915	pstA1		COG0581	Phosphate transport system permease protein PstA 1
GHDAHHNE_01011	CDS	1995	pknD_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
GHDAHHNE_01012	CDS	111	pstS2			Phosphate-binding protein PstS2
GHDAHHNE_01013	CDS	297				hypothetical protein
GHDAHHNE_01014	CDS	831	pstB2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 2
GHDAHHNE_01015	CDS	1125	pstS1		COG0226	Phosphate-binding protein PstS 1
GHDAHHNE_01016	CDS	1017	pstC1		COG0573	Phosphate transport system permease protein PstC 1
GHDAHHNE_01017	CDS	906	pstA2		COG0581	Phosphate transport system permease protein PstA 2
GHDAHHNE_01018	CDS	876	mku		COG1273	Non-homologous end joining protein Ku
GHDAHHNE_01019	CDS	2280	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
GHDAHHNE_01020	CDS	1935				hypothetical protein
GHDAHHNE_01021	CDS	867			COG2141	putative protein
GHDAHHNE_01022	CDS	765				hypothetical protein
GHDAHHNE_01023	CDS	246				hypothetical protein
GHDAHHNE_01024	CDS	1041				hypothetical protein
GHDAHHNE_01025	CDS	477	fpg2		COG0266	putative formamidopyrimidine-DNA glycosylase-like protein
GHDAHHNE_01026	CDS	477				hypothetical protein
GHDAHHNE_01027	CDS	2007	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
GHDAHHNE_01028	CDS	285	fbpA	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
GHDAHHNE_01029	CDS	153				hypothetical protein
GHDAHHNE_01030	CDS	195				hypothetical protein
GHDAHHNE_01031	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
GHDAHHNE_01032	CDS	2316	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
GHDAHHNE_01033	CDS	999				hypothetical protein
GHDAHHNE_01034	CDS	1164	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
GHDAHHNE_01035	CDS	345				hypothetical protein
GHDAHHNE_01036	CDS	363				hypothetical protein
GHDAHHNE_01037	CDS	912				34 kDa antigenic protein 
GHDAHHNE_01038	CDS	1359				putative protein
GHDAHHNE_01039	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
GHDAHHNE_01040	CDS	1593	purH		COG0138	Bifunctional purine biosynthesis protein PurH
GHDAHHNE_01041	CDS	303				hypothetical protein
GHDAHHNE_01042	CDS	723				hypothetical protein
GHDAHHNE_01043	CDS	1899			COG4867	putative protein
GHDAHHNE_01044	CDS	222				hypothetical protein
GHDAHHNE_01045	CDS	384	vapC9_2	3.1.-.-	COG4113	Ribonuclease VapC9
GHDAHHNE_01046	CDS	348				hypothetical protein
GHDAHHNE_01047	CDS	675				hypothetical protein
GHDAHHNE_01048	CDS	141				hypothetical protein
GHDAHHNE_01049	CDS	954				hypothetical protein
GHDAHHNE_01050	CDS	483				hypothetical protein
GHDAHHNE_01051	CDS	420				hypothetical protein
GHDAHHNE_01052	CDS	648				putative protein
GHDAHHNE_01053	CDS	360	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
GHDAHHNE_01054	CDS	297				putative protein
GHDAHHNE_01055	CDS	186				hypothetical protein
GHDAHHNE_01056	CDS	567				hypothetical protein
GHDAHHNE_01057	CDS	906	ctpV	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
GHDAHHNE_01058	CDS	633				putative protein
GHDAHHNE_01059	CDS	810	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
GHDAHHNE_01060	CDS	1227		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
GHDAHHNE_01061	CDS	2004	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
GHDAHHNE_01062	CDS	1596	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
GHDAHHNE_01063	CDS	1149	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GHDAHHNE_01064	CDS	1683				hypothetical protein
GHDAHHNE_01065	CDS	663				hypothetical protein
GHDAHHNE_01066	CDS	2055				PE-PGRS family protein PE_PGRS16
GHDAHHNE_01067	CDS	693	mprA		COG0745	Response regulator MprA
GHDAHHNE_01068	CDS	1515	mprB	2.7.13.3	COG0642	Signal transduction histidine-protein kinase/phosphatase MprB
GHDAHHNE_01069	CDS	1395				hypothetical protein
GHDAHHNE_01070	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
GHDAHHNE_01071	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
GHDAHHNE_01072	CDS	159				hypothetical protein
GHDAHHNE_01073	CDS	747			COG1136	putative ABC transporter ATP-binding protein
GHDAHHNE_01074	CDS	117				hypothetical protein
GHDAHHNE_01075	CDS	2451				hypothetical protein
GHDAHHNE_01076	CDS	1161				hypothetical protein
GHDAHHNE_01077	CDS	996	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
GHDAHHNE_01078	CDS	657				hypothetical protein
GHDAHHNE_01079	CDS	333				hypothetical protein
GHDAHHNE_01080	CDS	672		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
GHDAHHNE_01081	CDS	921	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GHDAHHNE_01082	CDS	1281	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
GHDAHHNE_01083	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
GHDAHHNE_01084	CDS	1077				hypothetical protein
GHDAHHNE_01085	tRNA	76				tRNA-Ala(cgc)
GHDAHHNE_01086	CDS	252				hypothetical protein
GHDAHHNE_01087	CDS	210				hypothetical protein
GHDAHHNE_01088	CDS	393				hypothetical protein
GHDAHHNE_01089	CDS	951		2.3.1.-	COG0454	Acetyltransferase Pat
GHDAHHNE_01090	CDS	759				hypothetical protein
GHDAHHNE_01091	CDS	618				hypothetical protein
GHDAHHNE_01092	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
GHDAHHNE_01093	CDS	1569	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
GHDAHHNE_01094	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GHDAHHNE_01095	CDS	693				hypothetical protein
GHDAHHNE_01096	CDS	1245	menF_1	5.4.4.2		Isochorismate synthase MenF
GHDAHHNE_01097	CDS	1704				hypothetical protein
GHDAHHNE_01098	CDS	1560	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
GHDAHHNE_01099	CDS	795	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
GHDAHHNE_01100	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
GHDAHHNE_01101	CDS	954	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
GHDAHHNE_01102	CDS	957	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GHDAHHNE_01103	CDS	1635		6.2.1.-	COG0318	Putative ligase
GHDAHHNE_01104	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GHDAHHNE_01105	CDS	648	rplY		COG1825	50S ribosomal protein L25
GHDAHHNE_01106	CDS	651	lpqT			Putative lipoprotein LpqT
GHDAHHNE_01107	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GHDAHHNE_01108	CDS	1488	glmU		COG1207	Bifunctional protein GlmU
GHDAHHNE_01109	tRNA	73				tRNA-Gln(ttg)
GHDAHHNE_01110	CDS	660				hypothetical protein
GHDAHHNE_01111	CDS	3618	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
GHDAHHNE_01112	CDS	981	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
GHDAHHNE_01113	CDS	777				hypothetical protein
GHDAHHNE_01114	CDS	1290	eno	4.2.1.11	COG0148	Enolase
GHDAHHNE_01115	CDS	687				hypothetical protein
GHDAHHNE_01116	CDS	492				hypothetical protein
GHDAHHNE_01117	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
GHDAHHNE_01118	CDS	93				hypothetical protein
GHDAHHNE_01119	CDS	213				hypothetical protein
GHDAHHNE_01120	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
GHDAHHNE_01121	CDS	2583	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
GHDAHHNE_01122	CDS	147				hypothetical protein
GHDAHHNE_01123	CDS	99				hypothetical protein
GHDAHHNE_01124	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
GHDAHHNE_01125	CDS	2130	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
GHDAHHNE_01126	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
GHDAHHNE_01127	CDS	1530	tcrY_2	2.7.13.3		putative sensor histidine kinase TcrY
GHDAHHNE_01128	CDS	774	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
GHDAHHNE_01129	CDS	492				ISNCY family transposase ISRjo3
GHDAHHNE_01130	CDS	495				ISNCY family transposase ISRjo3
GHDAHHNE_01131	CDS	1104				PPE family protein PPE15
GHDAHHNE_01132	CDS	828				hypothetical protein
GHDAHHNE_01133	CDS	237				hypothetical protein
GHDAHHNE_01134	CDS	273				hypothetical protein
GHDAHHNE_01135	CDS	1026				hypothetical protein
GHDAHHNE_01136	CDS	369				hypothetical protein
GHDAHHNE_01137	CDS	882				hypothetical protein
GHDAHHNE_01138	CDS	264				hypothetical protein
GHDAHHNE_01139	CDS	1116				hypothetical protein
GHDAHHNE_01140	CDS	204				hypothetical protein
GHDAHHNE_01141	CDS	447				hypothetical protein
GHDAHHNE_01142	CDS	906				hypothetical protein
GHDAHHNE_01143	CDS	756				hypothetical protein
GHDAHHNE_01144	CDS	660				hypothetical protein
GHDAHHNE_01145	CDS	390				hypothetical protein
GHDAHHNE_01146	CDS	258				hypothetical protein
GHDAHHNE_01147	CDS	396				hypothetical protein
GHDAHHNE_01148	CDS	345				hypothetical protein
GHDAHHNE_01149	tRNA	75				tRNA-Leu(taa)
GHDAHHNE_01150	CDS	765				hypothetical protein
GHDAHHNE_01151	CDS	147				hypothetical protein
GHDAHHNE_01152	CDS	1233				hypothetical protein
GHDAHHNE_01153	CDS	303				hypothetical protein
GHDAHHNE_01154	CDS	159				hypothetical protein
GHDAHHNE_01155	CDS	744				hypothetical protein
GHDAHHNE_01156	CDS	1059	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
GHDAHHNE_01157	CDS	474				hypothetical protein
GHDAHHNE_01158	CDS	864	egtC_1	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
GHDAHHNE_01159	CDS	885				hypothetical protein
GHDAHHNE_01160	CDS	1083			COG1752	putative NTE family protein
GHDAHHNE_01161	CDS	384				hypothetical protein
GHDAHHNE_01162	CDS	567				hypothetical protein
GHDAHHNE_01163	CDS	396				hypothetical protein
GHDAHHNE_01164	CDS	141				hypothetical protein
GHDAHHNE_01165	CDS	1764				hypothetical protein
GHDAHHNE_01166	CDS	774	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
GHDAHHNE_01167	CDS	1038	fadJ	5.1.2.3		Fatty acid oxidation complex subunit alpha
GHDAHHNE_01168	CDS	135				hypothetical protein
GHDAHHNE_01169	CDS	837				hypothetical protein
GHDAHHNE_01170	CDS	294				hypothetical protein
GHDAHHNE_01171	CDS	1218	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
GHDAHHNE_01172	CDS	951		3.1.-.-	COG2755	GDSL-like esterase
GHDAHHNE_01173	CDS	1068	aes_2	3.1.1.-		Acetyl esterase
GHDAHHNE_01174	CDS	1395	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
GHDAHHNE_01175	CDS	477	pra		COG1714	Proline-rich antigen 
GHDAHHNE_01176	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
GHDAHHNE_01177	CDS	495	greA		COG0782	Transcription elongation factor GreA
GHDAHHNE_01178	CDS	435				hypothetical protein
GHDAHHNE_01179	CDS	867	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
GHDAHHNE_01180	CDS	267				hypothetical protein
GHDAHHNE_01181	CDS	2022				hypothetical protein
GHDAHHNE_01182	CDS	120				hypothetical protein
GHDAHHNE_01183	CDS	729				hypothetical protein
GHDAHHNE_01184	CDS	789		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
GHDAHHNE_01185	CDS	96				hypothetical protein
GHDAHHNE_01186	CDS	591				hypothetical protein
GHDAHHNE_01187	CDS	333				hypothetical protein
GHDAHHNE_01188	CDS	312				hypothetical protein
GHDAHHNE_01189	CDS	201				hypothetical protein
GHDAHHNE_01190	CDS	306				hypothetical protein
GHDAHHNE_01191	CDS	183				hypothetical protein
GHDAHHNE_01192	CDS	456				hypothetical protein
GHDAHHNE_01193	CDS	330				hypothetical protein
GHDAHHNE_01194	CDS	255				hypothetical protein
GHDAHHNE_01195	CDS	354				hypothetical protein
GHDAHHNE_01196	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
GHDAHHNE_01197	CDS	1281	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
GHDAHHNE_01198	CDS	918	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
GHDAHHNE_01199	CDS	1302				hypothetical protein
GHDAHHNE_01200	CDS	876				hypothetical protein
GHDAHHNE_01201	CDS	882				hypothetical protein
GHDAHHNE_01202	CDS	1425	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
GHDAHHNE_01203	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
GHDAHHNE_01204	CDS	645				hypothetical protein
GHDAHHNE_01205	CDS	1158			COG0628	Putative transport protein
GHDAHHNE_01206	CDS	312	mazF3	3.1.-.-	COG2337	Endoribonuclease MazF3
GHDAHHNE_01207	CDS	321	mazE3			Antitoxin MazE3
GHDAHHNE_01208	CDS	690	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GHDAHHNE_01209	CDS	516	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GHDAHHNE_01210	CDS	1113			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
GHDAHHNE_01211	CDS	258	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
GHDAHHNE_01212	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GHDAHHNE_01213	CDS	639				putative protein
GHDAHHNE_01214	CDS	1035	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
GHDAHHNE_01215	CDS	984				hypothetical protein
GHDAHHNE_01216	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
GHDAHHNE_01217	CDS	198				Antitoxin VapB32
GHDAHHNE_01218	CDS	375		3.1.-.-	COG1487	Ribonuclease VapC32
GHDAHHNE_01219	CDS	699				hypothetical protein
GHDAHHNE_01220	CDS	174				hypothetical protein
GHDAHHNE_01221	CDS	276				hypothetical protein
GHDAHHNE_01222	CDS	324				hypothetical protein
GHDAHHNE_01223	CDS	711				hypothetical protein
GHDAHHNE_01224	CDS	210				hypothetical protein
GHDAHHNE_01225	CDS	201				hypothetical protein
GHDAHHNE_01226	CDS	495				hypothetical protein
