locus_tag	ftype	length_bp	gene	EC_number	COG	product
JACLCCHO_01059	CDS	1683				hypothetical protein
JACLCCHO_01060	CDS	663				hypothetical protein
JACLCCHO_01061	CDS	2076				PE-PGRS family protein PE_PGRS16
JACLCCHO_01062	CDS	693	mprA		COG0745	Response regulator MprA
JACLCCHO_01063	CDS	1515	mprB	2.7.13.3	COG0642	Signal transduction histidine-protein kinase/phosphatase MprB
JACLCCHO_01064	CDS	1395				hypothetical protein
JACLCCHO_01065	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
JACLCCHO_01066	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
JACLCCHO_01067	CDS	159				hypothetical protein
JACLCCHO_01068	CDS	747			COG1136	putative ABC transporter ATP-binding protein
JACLCCHO_01069	CDS	117				hypothetical protein
JACLCCHO_01070	CDS	2451				hypothetical protein
JACLCCHO_01071	CDS	1161				hypothetical protein
JACLCCHO_01072	CDS	996	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
JACLCCHO_01073	CDS	657				hypothetical protein
JACLCCHO_01074	CDS	333				hypothetical protein
JACLCCHO_01075	CDS	672		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
JACLCCHO_01076	CDS	921	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JACLCCHO_01077	CDS	1281	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
JACLCCHO_01078	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
JACLCCHO_01079	CDS	1113				hypothetical protein
JACLCCHO_01080	tRNA	76				tRNA-Ala(cgc)
JACLCCHO_01081	CDS	252				hypothetical protein
JACLCCHO_01082	CDS	210				hypothetical protein
JACLCCHO_01083	CDS	393				hypothetical protein
JACLCCHO_01084	CDS	951		2.3.1.-	COG0454	Acetyltransferase Pat
JACLCCHO_01085	CDS	759				hypothetical protein
JACLCCHO_01086	CDS	618				hypothetical protein
JACLCCHO_01087	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
JACLCCHO_01088	CDS	1569	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
JACLCCHO_01089	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
JACLCCHO_01090	CDS	693				hypothetical protein
JACLCCHO_01091	CDS	1245	menF_1	5.4.4.2		Isochorismate synthase MenF
JACLCCHO_01092	CDS	1704				hypothetical protein
JACLCCHO_01093	CDS	1560	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
JACLCCHO_01094	CDS	795	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
JACLCCHO_01095	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
JACLCCHO_01096	CDS	954	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
JACLCCHO_01097	CDS	957	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
JACLCCHO_01098	CDS	1635		6.2.1.-	COG0318	Putative ligase
JACLCCHO_01099	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
JACLCCHO_01100	CDS	648	rplY		COG1825	50S ribosomal protein L25
JACLCCHO_01101	CDS	729	lpqT			Putative lipoprotein LpqT
JACLCCHO_01102	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JACLCCHO_01103	CDS	1488	glmU		COG1207	Bifunctional protein GlmU
JACLCCHO_01104	tRNA	73				tRNA-Gln(ttg)
JACLCCHO_01105	CDS	3705	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
JACLCCHO_01106	CDS	981	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
JACLCCHO_01107	CDS	777				hypothetical protein
JACLCCHO_01108	CDS	1290	eno	4.2.1.11	COG0148	Enolase
JACLCCHO_01109	CDS	687				hypothetical protein
JACLCCHO_01110	CDS	492				hypothetical protein
JACLCCHO_01111	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
JACLCCHO_01112	CDS	93				hypothetical protein
JACLCCHO_01113	CDS	213				hypothetical protein
JACLCCHO_01114	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
JACLCCHO_01115	CDS	2583	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
JACLCCHO_01116	CDS	147				hypothetical protein
JACLCCHO_01117	CDS	99				hypothetical protein
JACLCCHO_01118	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
JACLCCHO_01119	CDS	2127	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
JACLCCHO_01120	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
JACLCCHO_01121	CDS	1530	tcrY_2	2.7.13.3		putative sensor histidine kinase TcrY
JACLCCHO_01122	CDS	774	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
JACLCCHO_01123	CDS	492				ISNCY family transposase ISRjo3
JACLCCHO_01124	CDS	495				ISNCY family transposase ISRjo3
JACLCCHO_01125	CDS	1176				PPE family protein PPE15
JACLCCHO_01126	CDS	828				hypothetical protein
JACLCCHO_01127	CDS	237				hypothetical protein
JACLCCHO_01128	CDS	273				hypothetical protein
JACLCCHO_01129	CDS	1026				hypothetical protein
JACLCCHO_01130	CDS	369				hypothetical protein
JACLCCHO_01131	CDS	882				hypothetical protein
JACLCCHO_01132	CDS	264				hypothetical protein
JACLCCHO_01133	CDS	1116				hypothetical protein
JACLCCHO_01134	CDS	204				hypothetical protein
JACLCCHO_01135	CDS	447				hypothetical protein
JACLCCHO_01136	CDS	906				hypothetical protein
JACLCCHO_01137	CDS	756				hypothetical protein
JACLCCHO_01138	CDS	660				hypothetical protein
JACLCCHO_01139	CDS	390				hypothetical protein
JACLCCHO_01140	CDS	276				hypothetical protein
JACLCCHO_01141	CDS	396				hypothetical protein
JACLCCHO_01142	CDS	345				hypothetical protein
JACLCCHO_01143	tRNA	75				tRNA-Leu(taa)
JACLCCHO_01144	CDS	765				hypothetical protein
JACLCCHO_01145	CDS	147				hypothetical protein
JACLCCHO_01146	CDS	1233				hypothetical protein
JACLCCHO_01147	CDS	303				hypothetical protein
JACLCCHO_01148	CDS	159				hypothetical protein
JACLCCHO_01149	CDS	744				hypothetical protein
JACLCCHO_01150	CDS	1059	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
JACLCCHO_01151	CDS	474				hypothetical protein
JACLCCHO_01152	CDS	864	egtC_1	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
JACLCCHO_01153	CDS	885				hypothetical protein
JACLCCHO_01154	CDS	1083			COG1752	putative NTE family protein
JACLCCHO_01155	CDS	384				hypothetical protein
JACLCCHO_01156	CDS	567				hypothetical protein
JACLCCHO_01157	CDS	396				hypothetical protein
JACLCCHO_01158	CDS	141				hypothetical protein
JACLCCHO_01159	CDS	1764				hypothetical protein
JACLCCHO_01160	CDS	774	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
JACLCCHO_01161	CDS	1038	caiD_4	4.2.1.149		Carnitinyl-CoA dehydratase
JACLCCHO_01162	CDS	135				hypothetical protein
JACLCCHO_01163	CDS	837				hypothetical protein
JACLCCHO_01164	CDS	294				hypothetical protein
JACLCCHO_01165	CDS	1218	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
JACLCCHO_01166	CDS	951		3.1.-.-	COG2755	GDSL-like esterase
JACLCCHO_01167	CDS	1068	aes_2	3.1.1.-		Acetyl esterase
JACLCCHO_01168	CDS	1395	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
JACLCCHO_01169	CDS	477	pra		COG1714	Proline-rich antigen 
JACLCCHO_01170	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
JACLCCHO_01171	CDS	495	greA		COG0782	Transcription elongation factor GreA
JACLCCHO_01172	CDS	435				hypothetical protein
JACLCCHO_01173	CDS	888	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
JACLCCHO_01174	CDS	267				hypothetical protein
JACLCCHO_01175	CDS	2022				hypothetical protein
JACLCCHO_01176	CDS	120				hypothetical protein
JACLCCHO_01177	CDS	729				hypothetical protein
JACLCCHO_01178	CDS	789		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
JACLCCHO_01179	CDS	96				hypothetical protein
JACLCCHO_01180	CDS	210				hypothetical protein
JACLCCHO_01181	CDS	312				hypothetical protein
JACLCCHO_01182	CDS	306				hypothetical protein
JACLCCHO_01183	CDS	456				hypothetical protein
JACLCCHO_01184	CDS	330				hypothetical protein
JACLCCHO_01185	CDS	576				hypothetical protein
JACLCCHO_01186	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
JACLCCHO_01187	CDS	1416	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
JACLCCHO_01188	CDS	852	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
JACLCCHO_01189	CDS	156				hypothetical protein
JACLCCHO_01190	CDS	1302				hypothetical protein
JACLCCHO_01191	CDS	876				hypothetical protein
JACLCCHO_01192	CDS	882				hypothetical protein
JACLCCHO_01193	CDS	1425	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JACLCCHO_01194	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
JACLCCHO_01195	CDS	645				hypothetical protein
JACLCCHO_01196	CDS	1158			COG0628	Putative transport protein
JACLCCHO_01197	CDS	312	mazF3	3.1.-.-	COG2337	Endoribonuclease MazF3
JACLCCHO_01198	CDS	321	mazE3			Antitoxin MazE3
JACLCCHO_01199	CDS	690	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
JACLCCHO_01200	CDS	516	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
JACLCCHO_01201	CDS	1113			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
JACLCCHO_01202	CDS	258	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
JACLCCHO_01203	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JACLCCHO_01204	CDS	639				putative protein
JACLCCHO_01205	CDS	1035	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
JACLCCHO_01206	CDS	984				hypothetical protein
JACLCCHO_01207	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
JACLCCHO_01208	CDS	198				Antitoxin VapB32
JACLCCHO_01209	CDS	375		3.1.-.-	COG1487	Ribonuclease VapC32
JACLCCHO_01210	CDS	699				hypothetical protein
JACLCCHO_01211	CDS	174				hypothetical protein
JACLCCHO_01212	CDS	276				hypothetical protein
JACLCCHO_01213	CDS	324				hypothetical protein
JACLCCHO_01214	CDS	711				hypothetical protein
JACLCCHO_01215	CDS	210				hypothetical protein
JACLCCHO_01216	CDS	201				hypothetical protein
JACLCCHO_01217	CDS	495				hypothetical protein
JACLCCHO_01218	CDS	1401	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
JACLCCHO_01219	CDS	1023		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
JACLCCHO_01220	CDS	909	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
JACLCCHO_01221	CDS	906	ephA_1	3.3.2.10		Epoxide hydrolase A
JACLCCHO_01222	CDS	1230				hypothetical protein
JACLCCHO_01223	CDS	606				hypothetical protein
JACLCCHO_01224	CDS	1473	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
JACLCCHO_01225	CDS	1356				putative protein
JACLCCHO_01226	CDS	1461	prpR		COG1396	HTH-type transcriptional regulator PrpR
JACLCCHO_01227	CDS	1500		4.2.1.79		2-methylcitrate dehydratase
JACLCCHO_01228	CDS	1374	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
JACLCCHO_01229	CDS	1626				hypothetical protein
JACLCCHO_01230	CDS	2385	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
JACLCCHO_01231	CDS	180				hypothetical protein
JACLCCHO_01232	CDS	333				hypothetical protein
JACLCCHO_01233	CDS	261				hypothetical protein
JACLCCHO_01234	CDS	174				hypothetical protein
JACLCCHO_01235	CDS	243	fadA_3	2.3.1.16		3-ketoacyl-CoA thiolase
JACLCCHO_01236	CDS	342	caiD_5	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
JACLCCHO_01237	CDS	342				hypothetical protein
JACLCCHO_01238	CDS	1017				hypothetical protein
JACLCCHO_01239	CDS	501				hypothetical protein
JACLCCHO_01240	CDS	201				hypothetical protein
JACLCCHO_01241	CDS	723				hypothetical protein
JACLCCHO_01242	CDS	807	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
JACLCCHO_01243	CDS	837	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
JACLCCHO_01244	CDS	1083	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
JACLCCHO_01245	CDS	753		1.-.-.-		putative oxidoreductase
JACLCCHO_01246	CDS	132				hypothetical protein
JACLCCHO_01247	CDS	912	mmpL3_2		COG2409	Trehalose monomycolate exporter MmpL3
JACLCCHO_01248	CDS	1470	mmpL3_3		COG2409	Trehalose monomycolate exporter MmpL3
JACLCCHO_01249	CDS	657				hypothetical protein
JACLCCHO_01250	CDS	714	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
JACLCCHO_01251	CDS	366				hypothetical protein
JACLCCHO_01252	CDS	849				hypothetical protein
JACLCCHO_01253	CDS	531				hypothetical protein
JACLCCHO_01254	CDS	444		1.-.-.-		F420H(2)-dependent reductase
JACLCCHO_01255	CDS	588				hypothetical protein
JACLCCHO_01256	CDS	147				hypothetical protein
JACLCCHO_01257	CDS	1149				hypothetical protein
JACLCCHO_01258	CDS	219				hypothetical protein
JACLCCHO_01259	CDS	1416	pimE	2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase
JACLCCHO_01260	CDS	312		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
JACLCCHO_01261	CDS	426	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
JACLCCHO_01262	CDS	2916	narG	1.7.5.1	COG5013	Nitrate reductase alpha subunit
JACLCCHO_01263	CDS	1677	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
JACLCCHO_01264	CDS	198				hypothetical protein
JACLCCHO_01265	CDS	741	narX_1		COG2180	Nitrate reductase-like protein NarX
JACLCCHO_01266	CDS	1887	typA		COG1217	GTP-binding protein TypA/BipA
JACLCCHO_01267	CDS	2013	lpqW		COG0747	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW
JACLCCHO_01268	CDS	606				putative HTH-type transcriptional regulator
JACLCCHO_01269	CDS	1041				putative PPE family protein PPE17
JACLCCHO_01270	CDS	303	lipY_1	3.1.1.3		Triacylglycerol lipase
JACLCCHO_01271	CDS	912	mshB	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
JACLCCHO_01272	CDS	108				hypothetical protein
JACLCCHO_01273	CDS	441				hypothetical protein
JACLCCHO_01274	CDS	927				hypothetical protein
JACLCCHO_01275	CDS	705				hypothetical protein
JACLCCHO_01276	CDS	198				hypothetical protein
JACLCCHO_01277	CDS	333				hypothetical protein
JACLCCHO_01278	CDS	2025	fadH_1	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
JACLCCHO_01279	CDS	570				hypothetical protein
JACLCCHO_01280	CDS	327	fdxA_1		COG1146	Ferredoxin
JACLCCHO_01281	CDS	1089	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
JACLCCHO_01282	CDS	2751				hypothetical protein
JACLCCHO_01283	CDS	6306	msl3	2.3.1.252	COG3321	Mycolipanoate synthase
JACLCCHO_01284	CDS	1419	papA3	2.3.1.-	COG1020	Acyltransferase papA3
JACLCCHO_01285	CDS	3009			COG2409	Acyltrehalose exporter MmpL10
JACLCCHO_01286	CDS	1116	chp2	2.3.1.-		Diacyltrehalose acyltransferase Chp2
JACLCCHO_01287	CDS	1737		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD21
JACLCCHO_01288	CDS	1617				hypothetical protein
JACLCCHO_01289	CDS	1632	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
JACLCCHO_01290	CDS	990	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
JACLCCHO_01291	CDS	873	sigI		COG1595	putative ECF RNA polymerase sigma factor SigI
JACLCCHO_01292	CDS	873	dhmA2_1	3.8.1.5		Haloalkane dehalogenase 2
JACLCCHO_01293	CDS	915				hypothetical protein
JACLCCHO_01294	CDS	828				hypothetical protein
JACLCCHO_01295	CDS	1422	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
JACLCCHO_01296	CDS	1266				hypothetical protein
JACLCCHO_01297	CDS	1278	yhjE			Inner membrane metabolite transport protein YhjE
JACLCCHO_01298	CDS	987	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
JACLCCHO_01299	CDS	1065	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
JACLCCHO_01300	CDS	585				hypothetical protein
JACLCCHO_01301	CDS	1689				hypothetical protein
JACLCCHO_01302	CDS	564	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
JACLCCHO_01303	CDS	1842	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
JACLCCHO_01304	CDS	123				hypothetical protein
JACLCCHO_01305	CDS	825	folP2		COG0294	Inactive dihydropteroate synthase 2
JACLCCHO_01306	CDS	975	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
JACLCCHO_01307	CDS	369				hypothetical protein
JACLCCHO_01308	CDS	615	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
JACLCCHO_01309	CDS	168				hypothetical protein
JACLCCHO_01310	CDS	1164	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
JACLCCHO_01311	CDS	1215	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
JACLCCHO_01312	CDS	333				PE-PGRS family protein PE_PGRS16
JACLCCHO_01313	CDS	1686				hypothetical protein
JACLCCHO_01314	CDS	675				hypothetical protein
JACLCCHO_01315	CDS	1647			COG3559	Multidrug efflux system permease protein
JACLCCHO_01316	CDS	936		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
JACLCCHO_01317	CDS	639	raaS			HTH-type transcriptional regulatory protein RaaS
JACLCCHO_01318	CDS	744		2.1.1.-	COG4122	Putative O-methyltransferase
JACLCCHO_01319	CDS	774	sigE		COG1595	ECF RNA polymerase sigma factor SigE
JACLCCHO_01320	CDS	660				hypothetical protein
JACLCCHO_01321	CDS	1650				hypothetical protein
JACLCCHO_01322	CDS	396	tatB			Sec-independent protein translocase protein TatB
JACLCCHO_01323	CDS	831	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
JACLCCHO_01324	CDS	1464				hypothetical protein
JACLCCHO_01325	CDS	435				hypothetical protein
JACLCCHO_01326	CDS	558				hypothetical protein
JACLCCHO_01327	CDS	1173	mrp		COG0489	Iron-sulfur cluster carrier protein
JACLCCHO_01328	CDS	1236				hypothetical protein
JACLCCHO_01329	CDS	543				hypothetical protein
JACLCCHO_01330	CDS	1308				hypothetical protein
JACLCCHO_01331	CDS	297				hypothetical protein
JACLCCHO_01332	CDS	528				hypothetical protein
JACLCCHO_01333	CDS	1407	lpqY		COG1653	Trehalose-binding lipoprotein LpqY
JACLCCHO_01334	CDS	924	sugA		COG1175	Trehalose transport system permease protein SugA
JACLCCHO_01335	CDS	840	sugB		COG0395	Trehalose transport system permease protein SugB
JACLCCHO_01336	CDS	1203	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
JACLCCHO_01337	CDS	1101	corA		COG0598	Cobalt/magnesium transport protein CorA
JACLCCHO_01338	CDS	990	mdh	1.1.1.37	COG0039	Malate dehydrogenase
JACLCCHO_01339	CDS	270				Antitoxin VapB33
JACLCCHO_01340	CDS	432		3.1.-.-	COG1848	Ribonuclease VapC33
JACLCCHO_01341	CDS	612				hypothetical protein
JACLCCHO_01342	CDS	381				hypothetical protein
JACLCCHO_01343	CDS	180				hypothetical protein
JACLCCHO_01344	CDS	984				hypothetical protein
JACLCCHO_01345	CDS	831	sadH_1	1.-.-.-		Putative oxidoreductase SadH
JACLCCHO_01346	CDS	294	relE	3.1.-.-	COG2026	Toxin RelE
JACLCCHO_01347	CDS	318	relB		COG2161	Antitoxin RelB
JACLCCHO_01348	CDS	3696	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
JACLCCHO_01349	CDS	789				hypothetical protein
JACLCCHO_01350	CDS	1740	mdtD_2			Putative multidrug resistance protein MdtD
JACLCCHO_01351	CDS	3420				hypothetical protein
JACLCCHO_01352	CDS	609	lprE			Putative lipoprotein LprE
JACLCCHO_01353	CDS	1692	deaD_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
JACLCCHO_01354	CDS	1152				hypothetical protein
JACLCCHO_01355	CDS	609				putative HTH-type transcriptional regulator
JACLCCHO_01356	CDS	1218		1.14.-.-	COG2124	Cytochrome P450 130
JACLCCHO_01357	CDS	1368		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
JACLCCHO_01358	CDS	1287	tap			Multidrug efflux pump Tap
JACLCCHO_01359	CDS	813	udgB	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
JACLCCHO_01360	CDS	1119			COG0654	putative protein
JACLCCHO_01361	CDS	474		1.1.98.-		F420H(2)-dependent quinone reductase
JACLCCHO_01362	CDS	435				hypothetical protein
JACLCCHO_01363	CDS	1467	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
JACLCCHO_01364	CDS	1194		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
JACLCCHO_01365	CDS	555				putative protein
JACLCCHO_01366	CDS	1881	pknH	2.7.11.1	COG0515	Serine/threonine-protein kinase PknH
JACLCCHO_01367	CDS	393				hypothetical protein
JACLCCHO_01368	CDS	1167	embR		COG1716	Transcriptional regulatory protein EmbR
JACLCCHO_01369	CDS	261				hypothetical protein
JACLCCHO_01370	CDS	699				hypothetical protein
JACLCCHO_01371	CDS	375				Protein
JACLCCHO_01372	CDS	735	lprA			Lipoprotein LprA
JACLCCHO_01373	CDS	342				hypothetical protein
JACLCCHO_01374	CDS	1950		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
JACLCCHO_01375	CDS	1749			COG1132	putative ABC transporter ATP-binding protein
JACLCCHO_01376	CDS	558	lprB			Putative lipoprotein LprB
JACLCCHO_01377	CDS	543				hypothetical protein
JACLCCHO_01378	CDS	507		3.1.3.-	COG2062	putative protein
JACLCCHO_01379	CDS	171				hypothetical protein
JACLCCHO_01380	CDS	1152				hypothetical protein
JACLCCHO_01381	CDS	2628				putative protein
JACLCCHO_01382	CDS	1587		1.1.-.-	COG2303	putative GMC-type oxidoreductase
JACLCCHO_01383	CDS	1776			COG0747	putative protein
JACLCCHO_01384	CDS	1839			COG1123	putative ABC transporter ATP-binding protein
JACLCCHO_01385	CDS	843			COG1173	Putative peptide transport permease protein
JACLCCHO_01386	CDS	1005			COG0601	Putative peptide transport permease protein
JACLCCHO_01387	CDS	513	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
JACLCCHO_01388	CDS	999	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
JACLCCHO_01389	CDS	1845	cysNC		COG0529	Bifunctional enzyme CysN/CysC
JACLCCHO_01390	CDS	486			COG1959	Putative HTH-type transcriptional regulator
JACLCCHO_01391	CDS	879			COG0627	putative protein
JACLCCHO_01392	CDS	633				putative protein
JACLCCHO_01393	CDS	1404			COG4325	putative protein
JACLCCHO_01394	CDS	369				hypothetical protein
JACLCCHO_01395	CDS	336				hypothetical protein
JACLCCHO_01396	tRNA	74				tRNA-Arg(ccg)
JACLCCHO_01397	CDS	1653	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
JACLCCHO_01398	CDS	1344	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
JACLCCHO_01399	CDS	1326	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
JACLCCHO_01400	CDS	210				hypothetical protein
JACLCCHO_01401	CDS	258				hypothetical protein
JACLCCHO_01402	CDS	918	thrB	2.7.1.39	COG0083	Homoserine kinase
JACLCCHO_01403	CDS	1809	rho	3.6.4.-	COG1158	Transcription termination factor Rho
JACLCCHO_01404	CDS	336				hypothetical protein
JACLCCHO_01405	CDS	1074	prfA		COG0216	Peptide chain release factor 1
JACLCCHO_01406	CDS	606				hypothetical protein
JACLCCHO_01407	CDS	654		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
JACLCCHO_01408	CDS	1245	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
JACLCCHO_01409	CDS	228				hypothetical protein
JACLCCHO_01410	CDS	486				putative protein
JACLCCHO_01411	CDS	753	atpB		COG0356	ATP synthase subunit a
JACLCCHO_01412	CDS	246	atpH			ATP synthase subunit c
JACLCCHO_01413	CDS	516	atpF		COG0711	ATP synthase subunit b
JACLCCHO_01414	CDS	1341	atpFH		COG0711	ATP synthase subunit b-delta
JACLCCHO_01415	CDS	1650	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
JACLCCHO_01416	CDS	918	atpG		COG0224	ATP synthase gamma chain
JACLCCHO_01417	CDS	1461	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
JACLCCHO_01418	CDS	525				hypothetical protein
JACLCCHO_01419	CDS	432				putative protein
JACLCCHO_01420	CDS	582		2.5.1.17	COG2096	Corrinoid adenosyltransferase
JACLCCHO_01421	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
JACLCCHO_01422	rRNA	1529				16S ribosomal RNA
JACLCCHO_01423	rRNA	3125				23S ribosomal RNA
JACLCCHO_01424	rRNA	77				5S ribosomal RNA (partial)
JACLCCHO_01425	CDS	498	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
JACLCCHO_01426	CDS	1491	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
JACLCCHO_01427	CDS	150				hypothetical protein
JACLCCHO_01428	CDS	216				hypothetical protein
JACLCCHO_01429	CDS	330				hypothetical protein
JACLCCHO_01430	CDS	327				hypothetical protein
JACLCCHO_01431	CDS	672	nucS	3.1.-.-	COG1637	Endonuclease NucS
JACLCCHO_01432	CDS	456	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
JACLCCHO_01433	CDS	1131	fadA4	2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
JACLCCHO_01434	CDS	882			COG3118	putative protein
JACLCCHO_01435	CDS	2196	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
